participant_id,group_id,study_group,trial_id,trial_order,trial_index,episode_id,scenario_id,context_title,context_label,context_text,context_dominant_function,song_id,excerpt_id,participant_song_label,song_title,target_eligible,target_ineligibility_reasons,history_eligible,history_ineligibility_reasons,history_comment_available,observed_max_rating,observed_preferred_set,observed_preferred_mix,is_single_winner,n_preferred_tied,human_rating_A,human_rating_B,human_rating_C,human_rating_D,human_rating_E,observed_rank_A,observed_rank_B,observed_rank_C,observed_rank_D,observed_rank_E
P010,group_01,group_01,P010__trial_02,2,2,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,100,"[""C""]",C,True,1,89,76,100,63,51,2.0,3.0,1.0,4.0,5.0
P010,group_01,group_01,P010__trial_03,3,3,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,100,"[""C""]",C,True,1,90,82,100,74,67,2.0,3.0,1.0,4.0,5.0
P010,group_01,group_01,P010__trial_04,4,4,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,100,"[""D""]",D,True,1,91,64,44,100,72,2.0,4.0,5.0,1.0,3.0
P010,group_01,group_01,P010__trial_05,5,5,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,100,"[""A"",""C""]",,False,2,100,62,100,82,89,1.5,5.0,1.5,4.0,3.0
P010,group_01,group_01,P010__trial_06,6,6,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,100,"[""A"",""B"",""C"",""D"",""E""]",,False,5,100,100,100,100,100,3.0,3.0,3.0,3.0,3.0
P011,group_02,group_02,P011__trial_01,1,1,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,97,"[""B""]",B,True,1,0,97,90,72,21,5.0,1.0,2.0,3.0,4.0
P011,group_02,group_02,P011__trial_02,2,2,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,100,"[""C""]",C,True,1,69,80,100,0,18,3.0,2.0,1.0,5.0,4.0
P011,group_02,group_02,P011__trial_03,3,3,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,100,"[""A""]",A,True,1,100,71,79,63,6,1.0,3.0,2.0,4.0,5.0
P011,group_02,group_02,P011__trial_04,4,4,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,100,"[""D""]",D,True,1,79,0,19,100,61,2.0,5.0,4.0,1.0,3.0
P011,group_02,group_02,P011__trial_05,5,5,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,100,"[""E""]",E,True,1,0,16,76,55,100,5.0,4.0,2.0,3.0,1.0
P011,group_02,group_02,P011__trial_06,6,6,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,100,"[""D""]",D,True,1,83,34,0,100,64,2.0,4.0,5.0,1.0,3.0
P012,group_01,group_01,P012__trial_01,1,1,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,100,"[""D""]",D,True,1,72,63,0,100,12,2.0,3.0,5.0,1.0,4.0
P012,group_01,group_01,P012__trial_02,2,2,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,6,"[""D""]",D,True,1,0,1,2,6,0,4.5,3.0,2.0,1.0,4.5
P012,group_01,group_01,P012__trial_03,3,3,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,4,"[""B""]",B,True,1,0,4,3,0,0,4.0,1.0,2.0,4.0,4.0
P012,group_01,group_01,P012__trial_04,4,4,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,9,"[""C"",""E""]",,False,2,5,8,9,8,9,5.0,3.5,1.5,3.5,1.5
P012,group_01,group_01,P012__trial_05,5,5,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,0,"[""A"",""B"",""C"",""D"",""E""]",,False,5,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0
P012,group_01,group_01,P012__trial_06,6,6,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,82,"[""D""]",D,True,1,0,0,74,82,2,4.5,4.5,2.0,1.0,3.0
P013,group_02,group_02,P013__trial_01,1,1,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,100,"[""C""]",C,True,1,91,25,100,76,82,2.0,5.0,1.0,4.0,3.0
P013,group_02,group_02,P013__trial_02,2,2,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,75,"[""A"",""B"",""C"",""D"",""E""]",,False,5,75,75,75,75,75,3.0,3.0,3.0,3.0,3.0
P013,group_02,group_02,P013__trial_03,3,3,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,76,"[""A"",""B"",""C"",""D"",""E""]",,False,5,76,76,76,76,76,3.0,3.0,3.0,3.0,3.0
P013,group_02,group_02,P013__trial_04,4,4,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,76,"[""B"",""C"",""D"",""E""]",,False,4,37,76,76,76,76,5.0,2.5,2.5,2.5,2.5
P013,group_02,group_02,P013__trial_05,5,5,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,76,"[""A"",""B"",""C"",""D"",""E""]",,False,5,76,76,76,76,76,3.0,3.0,3.0,3.0,3.0
P013,group_02,group_02,P013__trial_06,6,6,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,100,"[""D""]",D,True,1,95,73,37,100,79,2.0,4.0,5.0,1.0,3.0
P014,group_01,group_01,P014__trial_01,1,1,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,100,"[""E""]",E,True,1,23,0,80,44,100,4.0,5.0,2.0,3.0,1.0
P014,group_01,group_01,P014__trial_02,2,2,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,100,"[""E""]",E,True,1,21,7,55,83,100,4.0,5.0,3.0,2.0,1.0
P014,group_01,group_01,P014__trial_03,3,3,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,100,"[""E""]",E,True,1,44,60,11,76,100,4.0,3.0,5.0,2.0,1.0
P014,group_01,group_01,P014__trial_04,4,4,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,100,"[""E""]",E,True,1,53,27,61,77,100,4.0,5.0,3.0,2.0,1.0
P014,group_01,group_01,P014__trial_05,5,5,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,88,"[""E""]",E,True,1,31,50,64,15,88,4.0,3.0,2.0,5.0,1.0
P014,group_01,group_01,P014__trial_06,6,6,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,100,"[""E""]",E,True,1,4,76,61,17,100,5.0,2.0,3.0,4.0,1.0
P015,group_01,group_01,P015__trial_01,1,1,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,100,"[""A""]",A,True,1,100,50,79,43,89,1.0,4.0,3.0,5.0,2.0
P015,group_01,group_01,P015__trial_02,2,2,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,99,"[""D""]",D,True,1,54,76,86,99,65,5.0,3.0,2.0,1.0,4.0
P015,group_01,group_01,P015__trial_03,3,3,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,97,"[""D""]",D,True,1,53,63,86,97,76,5.0,4.0,2.0,1.0,3.0
P015,group_01,group_01,P015__trial_04,4,4,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,100,"[""A""]",A,True,1,100,64,51,75,85,1.0,4.0,5.0,3.0,2.0
P015,group_01,group_01,P015__trial_05,5,5,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,100,"[""E""]",E,True,1,77,91,55,66,100,3.0,2.0,5.0,4.0,1.0
P015,group_01,group_01,P015__trial_06,6,6,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,100,"[""B""]",B,True,1,66,100,25,92,74,4.0,1.0,5.0,2.0,3.0
P016,group_01,group_01,P016__trial_01,1,1,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,75,"[""D""]",D,True,1,61,48,24,75,48,2.0,3.5,5.0,1.0,3.5
P016,group_01,group_01,P016__trial_02,2,2,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,69,"[""C""]",C,True,1,47,59,69,23,34,3.0,2.0,1.0,5.0,4.0
P016,group_01,group_01,P016__trial_03,3,3,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,72,"[""C""]",C,True,1,51,27,72,37,60,3.0,5.0,1.0,4.0,2.0
P016,group_01,group_01,P016__trial_04,4,4,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,79,"[""E""]",E,True,1,71,22,20,26,79,2.0,4.0,5.0,3.0,1.0
P016,group_01,group_01,P016__trial_05,5,5,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,lead_me,group_01_song_a_lead_me,Song A,Lead Me,True,,True,,True,59,"[""C""]",C,True,1,49,40,59,30,22,2.0,3.0,1.0,4.0,5.0
P016,group_01,group_01,P016__trial_06,6,6,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,id_like_to_know,group_01_song_b_id_like_to_know,Song B,I'd Like To Know,True,,True,,True,73,"[""B""]",B,True,1,61,73,45,55,55,2.0,1.0,5.0,3.5,3.5
P017,group_02,group_02,P017__trial_01,1,1,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,100,"[""A""]",A,True,1,100,71,21,49,0,1.0,2.0,4.0,3.0,5.0
P017,group_02,group_02,P017__trial_02,2,2,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,100,"[""A"",""B"",""D""]",,False,3,100,100,73,100,73,2.0,2.0,4.5,2.0,4.5
P017,group_02,group_02,P017__trial_03,3,3,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,100,"[""C""]",C,True,1,49,88,100,75,0,4.0,2.0,1.0,3.0,5.0
P017,group_02,group_02,P017__trial_04,4,4,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,100,"[""D""]",D,True,1,11,0,72,100,24,4.0,5.0,2.0,1.0,3.0
P017,group_02,group_02,P017__trial_05,5,5,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,100,"[""C""]",C,True,1,71,86,100,50,0,3.0,2.0,1.0,4.0,5.0
P017,group_02,group_02,P017__trial_06,6,6,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,100,"[""B""]",B,True,1,73,100,26,0,13,2.0,1.0,3.0,5.0,4.0
P018,group_02,group_02,P018__trial_01,1,1,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,100,"[""A"",""B"",""C"",""D"",""E""]",,False,5,100,100,100,100,100,3.0,3.0,3.0,3.0,3.0
P018,group_02,group_02,P018__trial_02,2,2,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,77,"[""D""]",D,True,1,76,70,62,77,62,2.0,3.0,4.5,1.0,4.5
P018,group_02,group_02,P018__trial_03,3,3,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,0,"[""A"",""B"",""C"",""D"",""E""]",,False,5,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0
P018,group_02,group_02,P018__trial_04,4,4,FM-1,FM-1,FM-1 - Maintaining Engagement During an Activity,FM-1,"You are engaged in an activity that requires sustained mental or physical effort. As you continue, it becomes more difficult to stay engaged. You want to maintain your focus and motivation so that you can continue making steady progress toward completing the activity. You decide to listen to music while carrying on with the activity.",Focus-Motivation,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,0,"[""A"",""B"",""C"",""D"",""E""]",,False,5,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0
P018,group_02,group_02,P018__trial_05,5,5,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,100,"[""A"",""B"",""C"",""D"",""E""]",,False,5,100,100,100,100,100,3.0,3.0,3.0,3.0,3.0
P018,group_02,group_02,P018__trial_06,6,6,EDR-1,EDR-1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,74,"[""B""]",B,True,1,73,74,47,61,60,2.0,1.0,5.0,3.0,4.0
P019,group_02,group_02,P019__trial_01,1,1,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,in_the_meantime,group_02_song_a_in_the_meantime,Song A,In The Meantime,True,,True,,True,100,"[""D""]",D,True,1,0,80,21,100,61,5.0,2.0,4.0,1.0,3.0
P019,group_02,group_02,P019__trial_02,2,2,EDR-2,EDR-2,EDR-2 - Unwinding After a Demanding Period,EDR-2,"You have some time for yourself after a demanding period. Although a few everyday concerns are still on your mind, there is nothing that requires your attention right now. You would like to feel calmer and take your mind off these concerns for a while, so you decide to listen to music to help you unwind.",Relaxation-Distraction,pouring_room,group_02_song_b_pouring_room,Song B,Pouring Room,True,,True,,True,93,"[""A""]",A,True,1,93,13,65,86,80,1.0,5.0,4.0,2.0,3.0
