source,method_key,model_key,model_label,condition,prediction_example_id,participant_id,candidate_label,actual_rating,predicted_rating,absolute_error,squared_error
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P027__heldout__P027__trial_05,P027,D,94.0,55.0,39.0,1521.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P027__heldout__P027__trial_05,P027,E,0.0,74.0,74.0,5476.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P027__heldout__P027__trial_06,P027,A,24.0,78.0,54.0,2916.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P027__heldout__P027__trial_06,P027,B,91.0,45.0,46.0,2116.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P027__heldout__P027__trial_06,P027,C,74.0,60.0,14.0,196.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P027__heldout__P027__trial_06,P027,D,36.0,74.0,38.0,1444.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P027__heldout__P027__trial_06,P027,E,82.0,58.0,24.0,576.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_01,P028,A,75.0,55.0,20.0,400.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_01,P028,B,19.0,58.0,39.0,1521.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_01,P028,C,9.0,78.0,69.0,4761.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_01,P028,D,91.0,50.0,41.0,1681.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_01,P028,E,0.0,65.0,65.0,4225.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_02,P028,A,94.0,58.0,36.0,1296.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_02,P028,B,8.0,52.0,44.0,1936.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_02,P028,C,20.0,45.0,25.0,625.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_02,P028,D,69.0,74.0,5.0,25.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_02,P028,E,81.0,33.0,48.0,2304.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_03,P028,A,10.0,58.0,48.0,2304.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_03,P028,B,0.0,55.0,55.0,3025.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_03,P028,C,5.0,47.0,42.0,1764.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_03,P028,D,20.0,74.0,54.0,2916.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_03,P028,E,15.0,52.0,37.0,1369.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_04,P028,A,23.0,58.0,35.0,1225.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_04,P028,B,87.0,47.0,40.0,1600.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_04,P028,C,75.0,78.0,3.0,9.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_04,P028,D,96.0,72.0,24.0,576.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_04,P028,E,10.0,50.0,40.0,1600.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_05,P028,A,92.0,58.0,34.0,1156.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_05,P028,B,11.0,74.0,63.0,3969.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_05,P028,C,76.0,60.0,16.0,256.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_05,P028,D,83.0,55.0,28.0,784.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_05,P028,E,21.0,50.0,29.0,841.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_06,P028,A,91.0,58.0,33.0,1089.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_06,P028,B,80.0,72.0,8.0,64.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_06,P028,C,0.0,54.0,54.0,2916.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_06,P028,D,50.0,47.0,3.0,9.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_06,P028,E,14.0,60.0,46.0,2116.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_01,P029,A,15.0,78.0,63.0,3969.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_01,P029,B,7.0,70.0,63.0,3969.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_01,P029,C,89.0,60.0,29.0,841.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_01,P029,D,73.0,65.0,8.0,64.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_01,P029,E,50.0,68.0,18.0,324.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_02,P029,A,93.0,58.0,35.0,1225.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_02,P029,B,75.0,74.0,1.0,1.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_02,P029,C,11.0,60.0,49.0,2401.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_02,P029,D,0.0,63.0,63.0,3969.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_02,P029,E,28.0,55.0,27.0,729.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_03,P029,A,13.0,45.0,32.0,1024.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_03,P029,B,100.0,58.0,42.0,1764.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_03,P029,C,56.0,62.0,6.0,36.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_03,P029,D,22.0,65.0,43.0,1849.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_03,P029,E,85.0,74.0,11.0,121.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_04,P029,A,32.0,68.0,36.0,1296.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_04,P029,B,0.0,74.0,74.0,5476.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_04,P029,C,100.0,55.0,45.0,2025.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_04,P029,D,93.0,58.0,35.0,1225.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_04,P029,E,7.0,70.0,63.0,3969.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_05,P029,A,17.0,68.0,51.0,2601.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_05,P029,B,99.0,50.0,49.0,2401.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_05,P029,C,72.0,79.0,7.0,49.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_05,P029,D,28.0,66.0,38.0,1444.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_05,P029,E,0.0,58.0,58.0,3364.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_06,P029,A,25.0,58.0,33.0,1089.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_06,P029,B,47.0,55.0,8.0,64.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_06,P029,C,0.0,62.0,62.0,3844.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_06,P029,D,66.0,50.0,16.0,256.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P029__heldout__P029__trial_06,P029,E,92.0,74.0,18.0,324.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_01,P030,A,71.0,58.0,13.0,169.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_01,P030,B,24.0,52.0,28.0,784.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_01,P030,C,92.0,65.0,27.0,729.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_01,P030,D,47.0,78.0,31.0,961.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_01,P030,E,6.0,68.0,62.0,3844.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_02,P030,A,69.0,68.0,1.0,1.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_02,P030,B,9.0,55.0,46.0,2116.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_02,P030,C,100.0,62.0,38.0,1444.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_02,P030,D,93.0,78.0,15.0,225.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_02,P030,E,0.0,60.0,60.0,3600.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_03,P030,A,86.0,58.0,28.0,784.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_03,P030,B,3.0,65.0,62.0,3844.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_03,P030,C,67.0,52.0,15.0,225.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_03,P030,D,18.0,72.0,54.0,2916.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_03,P030,E,35.0,60.0,25.0,625.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_04,P030,A,63.0,78.0,15.0,225.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_04,P030,B,93.0,52.0,41.0,1681.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_04,P030,C,48.0,74.0,26.0,676.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_04,P030,D,76.0,48.0,28.0,784.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_04,P030,E,100.0,58.0,42.0,1764.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_05,P030,A,22.0,65.0,43.0,1849.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_05,P030,B,76.0,55.0,21.0,441.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_05,P030,C,100.0,68.0,32.0,1024.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_05,P030,D,55.0,66.0,11.0,121.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_05,P030,E,8.0,74.0,66.0,4356.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_06,P030,A,0.0,60.0,60.0,3600.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_06,P030,B,38.0,52.0,14.0,196.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_06,P030,C,98.0,58.0,40.0,1600.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_06,P030,D,81.0,55.0,26.0,676.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P030__heldout__P030__trial_06,P030,E,59.0,74.0,15.0,225.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_01,P031,A,8.0,58.0,50.0,2500.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_01,P031,B,16.0,52.0,36.0,1296.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_01,P031,C,3.0,79.0,76.0,5776.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_01,P031,D,42.0,55.0,13.0,169.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_01,P031,E,86.0,47.0,39.0,1521.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_02,P031,A,10.0,65.0,55.0,3025.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_02,P031,B,0.0,50.0,50.0,2500.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_02,P031,C,7.0,55.0,48.0,2304.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_02,P031,D,1.0,74.0,73.0,5329.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_02,P031,E,15.0,45.0,30.0,900.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_03,P031,A,76.0,58.0,18.0,324.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_03,P031,B,25.0,55.0,30.0,900.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_03,P031,C,12.0,78.0,66.0,4356.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_03,P031,D,50.0,50.0,0.0,0.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_03,P031,E,41.0,45.0,4.0,16.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_04,P031,A,89.0,55.0,34.0,1156.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_04,P031,B,13.0,50.0,37.0,1369.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_04,P031,C,24.0,78.0,54.0,2916.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_04,P031,D,35.0,40.0,5.0,25.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_04,P031,E,6.0,62.0,56.0,3136.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_05,P031,A,50.0,58.0,8.0,64.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_05,P031,B,24.0,76.0,52.0,2704.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_05,P031,C,20.0,55.0,35.0,1225.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_05,P031,D,17.0,62.0,45.0,2025.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_05,P031,E,38.0,60.0,22.0,484.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_06,P031,A,25.0,58.0,33.0,1089.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_06,P031,B,4.0,50.0,46.0,2116.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_06,P031,C,37.0,62.0,25.0,625.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_06,P031,D,14.0,74.0,60.0,3600.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P031__heldout__P031__trial_06,P031,E,31.0,65.0,34.0,1156.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_01,P032,A,55.0,58.0,3.0,9.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_01,P032,B,31.0,52.0,21.0,441.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_01,P032,C,43.0,65.0,22.0,484.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_01,P032,D,79.0,55.0,24.0,576.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_01,P032,E,17.0,74.0,57.0,3249.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_02,P032,A,79.0,55.0,24.0,576.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_02,P032,B,15.0,68.0,53.0,2809.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_02,P032,C,58.0,78.0,20.0,400.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_02,P032,D,43.0,60.0,17.0,289.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_02,P032,E,26.0,50.0,24.0,576.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_03,P032,A,14.0,68.0,54.0,2916.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_03,P032,B,41.0,52.0,11.0,121.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_03,P032,C,76.0,62.0,14.0,196.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_03,P032,D,26.0,78.0,52.0,2704.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_03,P032,E,59.0,60.0,1.0,1.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_04,P032,A,26.0,55.0,29.0,841.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_04,P032,B,46.0,74.0,28.0,784.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_04,P032,C,78.0,60.0,18.0,324.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_04,P032,D,10.0,65.0,55.0,3025.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_04,P032,E,68.0,52.0,16.0,256.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_05,P032,A,83.0,75.0,8.0,64.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_05,P032,B,72.0,45.0,27.0,729.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_05,P032,C,11.0,60.0,49.0,2401.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_05,P032,D,46.0,52.0,6.0,36.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_05,P032,E,30.0,58.0,28.0,784.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_06,P032,A,25.0,68.0,43.0,1849.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_06,P032,B,41.0,50.0,9.0,81.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_06,P032,C,14.0,64.0,50.0,2500.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_06,P032,D,64.0,75.0,11.0,121.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P032__heldout__P032__trial_06,P032,E,53.0,60.0,7.0,49.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_01,P033,A,17.0,66.0,49.0,2401.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_01,P033,B,31.0,55.0,24.0,576.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_01,P033,C,1.0,62.0,61.0,3721.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_01,P033,D,2.0,68.0,66.0,4356.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_01,P033,E,40.0,78.0,38.0,1444.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_02,P033,A,22.0,55.0,33.0,1089.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_02,P033,B,32.0,78.0,46.0,2116.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_02,P033,C,16.0,68.0,52.0,2704.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_02,P033,D,39.0,50.0,11.0,121.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_02,P033,E,5.0,58.0,53.0,2809.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_03,P033,A,29.0,78.0,49.0,2401.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_03,P033,B,83.0,45.0,38.0,1444.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_03,P033,C,55.0,68.0,13.0,169.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_03,P033,D,47.0,60.0,13.0,169.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_03,P033,E,22.0,58.0,36.0,1296.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_04,P033,A,36.0,55.0,19.0,361.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_04,P033,B,64.0,58.0,6.0,36.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_04,P033,C,74.0,72.0,2.0,4.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_04,P033,D,3.0,78.0,75.0,5625.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_04,P033,E,11.0,50.0,39.0,1521.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_05,P033,A,13.0,58.0,45.0,2025.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_05,P033,B,78.0,65.0,13.0,169.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_05,P033,C,39.0,66.0,27.0,729.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_05,P033,D,0.0,74.0,74.0,5476.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_05,P033,E,55.0,52.0,3.0,9.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_06,P033,A,78.0,78.0,0.0,0.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_06,P033,B,50.0,65.0,15.0,225.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_06,P033,C,36.0,60.0,24.0,576.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_06,P033,D,24.0,58.0,34.0,1156.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P033__heldout__P033__trial_06,P033,E,88.0,52.0,36.0,1296.0
