participant_id,group,song_id,mix_id,stimulus_id,episode,presentation_order,expected_rating,rating,comment
P007,Group_1,Song_1,Mix_1,Song_1_Mix_1,Distraction,1,59.664,69.5,Synthetic mandatory comment for Song_1_Mix_1 during Distraction.
P007,Group_1,Song_1,Mix_3,Song_1_Mix_3,Distraction,2,53.396,65.3,Synthetic mandatory comment for Song_1_Mix_3 during Distraction.
P007,Group_1,Song_1,Mix_2,Song_1_Mix_2,Distraction,3,69.0,68.4,Synthetic mandatory comment for Song_1_Mix_2 during Distraction.
P007,Group_1,Song_1,Mix_3,Song_1_Mix_3,Enjoyment,1,62.396,74.6,Synthetic mandatory comment for Song_1_Mix_3 during Enjoyment.
P007,Group_1,Song_1,Mix_1,Song_1_Mix_1,Enjoyment,2,62.664,63.5,Synthetic mandatory comment for Song_1_Mix_1 during Enjoyment.
P007,Group_1,Song_1,Mix_2,Song_1_Mix_2,Enjoyment,3,74.0,66.5,Synthetic mandatory comment for Song_1_Mix_2 during Enjoyment.
P007,Group_1,Song_1,Mix_2,Song_1_Mix_2,Focus,1,73.0,59.7,Synthetic mandatory comment for Song_1_Mix_2 during Focus.
P007,Group_1,Song_1,Mix_1,Song_1_Mix_1,Focus,2,63.664,55.7,Synthetic mandatory comment for Song_1_Mix_1 during Focus.
P007,Group_1,Song_1,Mix_3,Song_1_Mix_3,Focus,3,55.396,52.2,Synthetic mandatory comment for Song_1_Mix_3 during Focus.
P007,Group_1,Song_1,Mix_2,Song_1_Mix_2,Motivation,1,70.0,85.5,Synthetic mandatory comment for Song_1_Mix_2 during Motivation.
P007,Group_1,Song_1,Mix_1,Song_1_Mix_1,Motivation,2,58.664,46.2,Synthetic mandatory comment for Song_1_Mix_1 during Motivation.
P007,Group_1,Song_1,Mix_3,Song_1_Mix_3,Motivation,3,65.396,68.9,Synthetic mandatory comment for Song_1_Mix_3 during Motivation.
P007,Group_1,Song_2,Mix_1,Song_2_Mix_1,Relaxation,1,64.384,68.7,Synthetic mandatory comment for Song_2_Mix_1 during Relaxation.
P007,Group_1,Song_2,Mix_2,Song_2_Mix_2,Relaxation,2,70.72,69.5,Synthetic mandatory comment for Song_2_Mix_2 during Relaxation.
P007,Group_1,Song_2,Mix_3,Song_2_Mix_3,Relaxation,3,55.116,38.6,Synthetic mandatory comment for Song_2_Mix_3 during Relaxation.
P007,Group_1,Song_2,Mix_1,Song_2_Mix_1,Distraction,1,60.384,54.9,Synthetic mandatory comment for Song_2_Mix_1 during Distraction.
P007,Group_1,Song_2,Mix_2,Song_2_Mix_2,Distraction,2,69.72,64.9,Synthetic mandatory comment for Song_2_Mix_2 during Distraction.
P007,Group_1,Song_2,Mix_3,Song_2_Mix_3,Distraction,3,54.116,44.5,Synthetic mandatory comment for Song_2_Mix_3 during Distraction.
P007,Group_1,Song_2,Mix_1,Song_2_Mix_1,Enjoyment,1,63.384,67.2,Synthetic mandatory comment for Song_2_Mix_1 during Enjoyment.
P007,Group_1,Song_2,Mix_2,Song_2_Mix_2,Enjoyment,2,74.72,73.0,Synthetic mandatory comment for Song_2_Mix_2 during Enjoyment.
P007,Group_1,Song_2,Mix_3,Song_2_Mix_3,Enjoyment,3,63.116,66.1,Synthetic mandatory comment for Song_2_Mix_3 during Enjoyment.
P007,Group_1,Song_2,Mix_1,Song_2_Mix_1,Focus,1,64.384,76.3,Synthetic mandatory comment for Song_2_Mix_1 during Focus.
P007,Group_1,Song_2,Mix_2,Song_2_Mix_2,Focus,2,73.72,70.6,Synthetic mandatory comment for Song_2_Mix_2 during Focus.
P007,Group_1,Song_2,Mix_3,Song_2_Mix_3,Focus,3,56.116,42.8,Synthetic mandatory comment for Song_2_Mix_3 during Focus.
P007,Group_1,Song_2,Mix_1,Song_2_Mix_1,Motivation,1,59.384,56.4,Synthetic mandatory comment for Song_2_Mix_1 during Motivation.
P007,Group_1,Song_2,Mix_3,Song_2_Mix_3,Motivation,2,66.116,76.1,Synthetic mandatory comment for Song_2_Mix_3 during Motivation.
P007,Group_1,Song_2,Mix_2,Song_2_Mix_2,Motivation,3,70.72,74.2,Synthetic mandatory comment for Song_2_Mix_2 during Motivation.
P008,Group_1,Song_1,Mix_3,Song_1_Mix_3,Relaxation,1,59.92,63.1,Synthetic mandatory comment for Song_1_Mix_3 during Relaxation.
P008,Group_1,Song_1,Mix_2,Song_1_Mix_2,Relaxation,2,63.226,80.8,Synthetic mandatory comment for Song_1_Mix_2 during Relaxation.
P008,Group_1,Song_1,Mix_1,Song_1_Mix_1,Relaxation,3,62.235,80.9,Synthetic mandatory comment for Song_1_Mix_1 during Relaxation.
P008,Group_1,Song_1,Mix_2,Song_1_Mix_2,Distraction,1,62.226,63.7,Synthetic mandatory comment for Song_1_Mix_2 during Distraction.
P008,Group_1,Song_1,Mix_1,Song_1_Mix_1,Distraction,2,58.235,67.9,Synthetic mandatory comment for Song_1_Mix_1 during Distraction.
P008,Group_1,Song_1,Mix_3,Song_1_Mix_3,Distraction,3,58.92,51.3,Synthetic mandatory comment for Song_1_Mix_3 during Distraction.
P008,Group_1,Song_1,Mix_2,Song_1_Mix_2,Enjoyment,1,67.226,67.0,Synthetic mandatory comment for Song_1_Mix_2 during Enjoyment.
P008,Group_1,Song_1,Mix_3,Song_1_Mix_3,Enjoyment,2,67.92,70.7,Synthetic mandatory comment for Song_1_Mix_3 during Enjoyment.
P008,Group_1,Song_1,Mix_1,Song_1_Mix_1,Enjoyment,3,61.235,53.7,Synthetic mandatory comment for Song_1_Mix_1 during Enjoyment.
P008,Group_1,Song_1,Mix_2,Song_1_Mix_2,Focus,1,66.226,47.6,Synthetic mandatory comment for Song_1_Mix_2 during Focus.
P008,Group_1,Song_1,Mix_3,Song_1_Mix_3,Focus,2,60.92,50.9,Synthetic mandatory comment for Song_1_Mix_3 during Focus.
P008,Group_1,Song_1,Mix_1,Song_1_Mix_1,Focus,3,62.235,58.1,Synthetic mandatory comment for Song_1_Mix_1 during Focus.
P008,Group_1,Song_1,Mix_2,Song_1_Mix_2,Motivation,1,63.226,80.7,Synthetic mandatory comment for Song_1_Mix_2 during Motivation.
P008,Group_1,Song_1,Mix_1,Song_1_Mix_1,Motivation,2,57.235,67.2,Synthetic mandatory comment for Song_1_Mix_1 during Motivation.
P008,Group_1,Song_1,Mix_3,Song_1_Mix_3,Motivation,3,70.92,62.3,Synthetic mandatory comment for Song_1_Mix_3 during Motivation.
P008,Group_1,Song_2,Mix_1,Song_2_Mix_1,Relaxation,1,62.955,59.3,Synthetic mandatory comment for Song_2_Mix_1 during Relaxation.
P008,Group_1,Song_2,Mix_2,Song_2_Mix_2,Relaxation,2,63.945,61.4,Synthetic mandatory comment for Song_2_Mix_2 during Relaxation.
P008,Group_1,Song_2,Mix_3,Song_2_Mix_3,Relaxation,3,60.639,62.3,Synthetic mandatory comment for Song_2_Mix_3 during Relaxation.
P008,Group_1,Song_2,Mix_2,Song_2_Mix_2,Distraction,1,62.945,59.9,Synthetic mandatory comment for Song_2_Mix_2 during Distraction.
P008,Group_1,Song_2,Mix_1,Song_2_Mix_1,Distraction,2,58.955,68.5,Synthetic mandatory comment for Song_2_Mix_1 during Distraction.
P008,Group_1,Song_2,Mix_3,Song_2_Mix_3,Distraction,3,59.639,49.4,Synthetic mandatory comment for Song_2_Mix_3 during Distraction.
P008,Group_1,Song_2,Mix_2,Song_2_Mix_2,Enjoyment,1,67.945,91.3,Synthetic mandatory comment for Song_2_Mix_2 during Enjoyment.
P008,Group_1,Song_2,Mix_3,Song_2_Mix_3,Enjoyment,2,68.639,70.6,Synthetic mandatory comment for Song_2_Mix_3 during Enjoyment.
P008,Group_1,Song_2,Mix_1,Song_2_Mix_1,Enjoyment,3,61.955,74.9,Synthetic mandatory comment for Song_2_Mix_1 during Enjoyment.
P008,Group_1,Song_2,Mix_3,Song_2_Mix_3,Focus,1,61.639,66.9,Synthetic mandatory comment for Song_2_Mix_3 during Focus.
P008,Group_1,Song_2,Mix_2,Song_2_Mix_2,Focus,2,66.945,66.4,Synthetic mandatory comment for Song_2_Mix_2 during Focus.
P008,Group_1,Song_2,Mix_1,Song_2_Mix_1,Focus,3,62.955,61.4,Synthetic mandatory comment for Song_2_Mix_1 during Focus.
P008,Group_1,Song_2,Mix_3,Song_2_Mix_3,Motivation,1,71.639,75.5,Synthetic mandatory comment for Song_2_Mix_3 during Motivation.
P008,Group_1,Song_2,Mix_2,Song_2_Mix_2,Motivation,2,63.945,56.3,Synthetic mandatory comment for Song_2_Mix_2 during Motivation.
P008,Group_1,Song_2,Mix_1,Song_2_Mix_1,Motivation,3,57.955,63.9,Synthetic mandatory comment for Song_2_Mix_1 during Motivation.
P009,Group_1,Song_1,Mix_2,Song_1_Mix_2,Relaxation,1,68.144,65.6,Synthetic mandatory comment for Song_1_Mix_2 during Relaxation.
P009,Group_1,Song_1,Mix_3,Song_1_Mix_3,Relaxation,2,58.575,62.7,Synthetic mandatory comment for Song_1_Mix_3 during Relaxation.
P009,Group_1,Song_1,Mix_1,Song_1_Mix_1,Relaxation,3,68.815,66.0,Synthetic mandatory comment for Song_1_Mix_1 during Relaxation.
P009,Group_1,Song_1,Mix_1,Song_1_Mix_1,Distraction,1,64.815,48.3,Synthetic mandatory comment for Song_1_Mix_1 during Distraction.
P009,Group_1,Song_1,Mix_3,Song_1_Mix_3,Distraction,2,57.575,54.6,Synthetic mandatory comment for Song_1_Mix_3 during Distraction.
P009,Group_1,Song_1,Mix_2,Song_1_Mix_2,Distraction,3,67.144,49.2,Synthetic mandatory comment for Song_1_Mix_2 during Distraction.
P009,Group_1,Song_1,Mix_1,Song_1_Mix_1,Enjoyment,1,67.815,80.1,Synthetic mandatory comment for Song_1_Mix_1 during Enjoyment.
P009,Group_1,Song_1,Mix_3,Song_1_Mix_3,Enjoyment,2,66.575,74.6,Synthetic mandatory comment for Song_1_Mix_3 during Enjoyment.
P009,Group_1,Song_1,Mix_2,Song_1_Mix_2,Enjoyment,3,72.144,65.7,Synthetic mandatory comment for Song_1_Mix_2 during Enjoyment.
P009,Group_1,Song_1,Mix_3,Song_1_Mix_3,Focus,1,59.575,32.9,Synthetic mandatory comment for Song_1_Mix_3 during Focus.
P009,Group_1,Song_1,Mix_2,Song_1_Mix_2,Focus,2,71.144,66.3,Synthetic mandatory comment for Song_1_Mix_2 during Focus.
P009,Group_1,Song_1,Mix_1,Song_1_Mix_1,Focus,3,68.815,90.6,Synthetic mandatory comment for Song_1_Mix_1 during Focus.
P009,Group_1,Song_1,Mix_3,Song_1_Mix_3,Motivation,1,69.575,64.5,Synthetic mandatory comment for Song_1_Mix_3 during Motivation.
P009,Group_1,Song_1,Mix_1,Song_1_Mix_1,Motivation,2,63.815,68.0,Synthetic mandatory comment for Song_1_Mix_1 during Motivation.
P009,Group_1,Song_1,Mix_2,Song_1_Mix_2,Motivation,3,68.144,54.1,Synthetic mandatory comment for Song_1_Mix_2 during Motivation.
P009,Group_1,Song_2,Mix_3,Song_2_Mix_3,Relaxation,1,59.295,60.2,Synthetic mandatory comment for Song_2_Mix_3 during Relaxation.
P009,Group_1,Song_2,Mix_1,Song_2_Mix_1,Relaxation,2,69.535,68.8,Synthetic mandatory comment for Song_2_Mix_1 during Relaxation.
P009,Group_1,Song_2,Mix_2,Song_2_Mix_2,Relaxation,3,68.863,76.0,Synthetic mandatory comment for Song_2_Mix_2 during Relaxation.
P009,Group_1,Song_2,Mix_2,Song_2_Mix_2,Distraction,1,67.863,73.9,Synthetic mandatory comment for Song_2_Mix_2 during Distraction.
P009,Group_1,Song_2,Mix_3,Song_2_Mix_3,Distraction,2,58.295,52.1,Synthetic mandatory comment for Song_2_Mix_3 during Distraction.
P009,Group_1,Song_2,Mix_1,Song_2_Mix_1,Distraction,3,65.535,73.6,Synthetic mandatory comment for Song_2_Mix_1 during Distraction.
P009,Group_1,Song_2,Mix_3,Song_2_Mix_3,Enjoyment,1,67.295,58.6,Synthetic mandatory comment for Song_2_Mix_3 during Enjoyment.
P009,Group_1,Song_2,Mix_2,Song_2_Mix_2,Enjoyment,2,72.863,64.9,Synthetic mandatory comment for Song_2_Mix_2 during Enjoyment.
P009,Group_1,Song_2,Mix_1,Song_2_Mix_1,Enjoyment,3,68.535,80.6,Synthetic mandatory comment for Song_2_Mix_1 during Enjoyment.
P009,Group_1,Song_2,Mix_3,Song_2_Mix_3,Focus,1,60.295,72.9,Synthetic mandatory comment for Song_2_Mix_3 during Focus.
P009,Group_1,Song_2,Mix_1,Song_2_Mix_1,Focus,2,69.535,65.6,Synthetic mandatory comment for Song_2_Mix_1 during Focus.
P009,Group_1,Song_2,Mix_2,Song_2_Mix_2,Focus,3,71.863,85.0,Synthetic mandatory comment for Song_2_Mix_2 during Focus.
P009,Group_1,Song_2,Mix_2,Song_2_Mix_2,Motivation,1,68.863,71.2,Synthetic mandatory comment for Song_2_Mix_2 during Motivation.
P009,Group_1,Song_2,Mix_1,Song_2_Mix_1,Motivation,2,64.535,78.6,Synthetic mandatory comment for Song_2_Mix_1 during Motivation.
P009,Group_1,Song_2,Mix_3,Song_2_Mix_3,Motivation,3,70.295,67.0,Synthetic mandatory comment for Song_2_Mix_3 during Motivation.
P010,Group_1,Song_1,Mix_3,Song_1_Mix_3,Relaxation,1,52.515,48.5,Synthetic mandatory comment for Song_1_Mix_3 during Relaxation.
P010,Group_1,Song_1,Mix_1,Song_1_Mix_1,Relaxation,2,57.431,61.5,Synthetic mandatory comment for Song_1_Mix_1 during Relaxation.
P010,Group_1,Song_1,Mix_2,Song_1_Mix_2,Relaxation,3,61.712,47.6,Synthetic mandatory comment for Song_1_Mix_2 during Relaxation.
P010,Group_1,Song_1,Mix_1,Song_1_Mix_1,Distraction,1,53.431,48.6,Synthetic mandatory comment for Song_1_Mix_1 during Distraction.
P010,Group_1,Song_1,Mix_2,Song_1_Mix_2,Distraction,2,60.712,71.0,Synthetic mandatory comment for Song_1_Mix_2 during Distraction.
P010,Group_1,Song_1,Mix_3,Song_1_Mix_3,Distraction,3,51.515,30.0,Synthetic mandatory comment for Song_1_Mix_3 during Distraction.
P010,Group_1,Song_1,Mix_2,Song_1_Mix_2,Enjoyment,1,65.712,50.5,Synthetic mandatory comment for Song_1_Mix_2 during Enjoyment.
P010,Group_1,Song_1,Mix_3,Song_1_Mix_3,Enjoyment,2,60.515,53.1,Synthetic mandatory comment for Song_1_Mix_3 during Enjoyment.
P010,Group_1,Song_1,Mix_1,Song_1_Mix_1,Enjoyment,3,56.431,58.7,Synthetic mandatory comment for Song_1_Mix_1 during Enjoyment.
P010,Group_1,Song_1,Mix_3,Song_1_Mix_3,Focus,1,53.515,52.1,Synthetic mandatory comment for Song_1_Mix_3 during Focus.
P010,Group_1,Song_1,Mix_2,Song_1_Mix_2,Focus,2,64.712,66.5,Synthetic mandatory comment for Song_1_Mix_2 during Focus.
P010,Group_1,Song_1,Mix_1,Song_1_Mix_1,Focus,3,57.431,48.4,Synthetic mandatory comment for Song_1_Mix_1 during Focus.
P010,Group_1,Song_1,Mix_3,Song_1_Mix_3,Motivation,1,63.515,69.5,Synthetic mandatory comment for Song_1_Mix_3 during Motivation.
P010,Group_1,Song_1,Mix_2,Song_1_Mix_2,Motivation,2,61.712,65.2,Synthetic mandatory comment for Song_1_Mix_2 during Motivation.
P010,Group_1,Song_1,Mix_1,Song_1_Mix_1,Motivation,3,52.431,57.4,Synthetic mandatory comment for Song_1_Mix_1 during Motivation.
P010,Group_1,Song_2,Mix_3,Song_2_Mix_3,Relaxation,1,53.235,71.6,Synthetic mandatory comment for Song_2_Mix_3 during Relaxation.
P010,Group_1,Song_2,Mix_2,Song_2_Mix_2,Relaxation,2,62.432,61.6,Synthetic mandatory comment for Song_2_Mix_2 during Relaxation.
P010,Group_1,Song_2,Mix_1,Song_2_Mix_1,Relaxation,3,58.151,55.4,Synthetic mandatory comment for Song_2_Mix_1 during Relaxation.
P010,Group_1,Song_2,Mix_1,Song_2_Mix_1,Distraction,1,54.151,44.9,Synthetic mandatory comment for Song_2_Mix_1 during Distraction.
P010,Group_1,Song_2,Mix_2,Song_2_Mix_2,Distraction,2,61.432,50.2,Synthetic mandatory comment for Song_2_Mix_2 during Distraction.
P010,Group_1,Song_2,Mix_3,Song_2_Mix_3,Distraction,3,52.235,44.2,Synthetic mandatory comment for Song_2_Mix_3 during Distraction.
P010,Group_1,Song_2,Mix_2,Song_2_Mix_2,Enjoyment,1,66.432,69.4,Synthetic mandatory comment for Song_2_Mix_2 during Enjoyment.
P010,Group_1,Song_2,Mix_3,Song_2_Mix_3,Enjoyment,2,61.235,61.7,Synthetic mandatory comment for Song_2_Mix_3 during Enjoyment.
P010,Group_1,Song_2,Mix_1,Song_2_Mix_1,Enjoyment,3,57.151,50.3,Synthetic mandatory comment for Song_2_Mix_1 during Enjoyment.
P010,Group_1,Song_2,Mix_3,Song_2_Mix_3,Focus,1,54.235,60.9,Synthetic mandatory comment for Song_2_Mix_3 during Focus.
P010,Group_1,Song_2,Mix_2,Song_2_Mix_2,Focus,2,65.432,64.0,Synthetic mandatory comment for Song_2_Mix_2 during Focus.
P010,Group_1,Song_2,Mix_1,Song_2_Mix_1,Focus,3,58.151,52.3,Synthetic mandatory comment for Song_2_Mix_1 during Focus.
P010,Group_1,Song_2,Mix_2,Song_2_Mix_2,Motivation,1,62.432,64.1,Synthetic mandatory comment for Song_2_Mix_2 during Motivation.
P010,Group_1,Song_2,Mix_3,Song_2_Mix_3,Motivation,2,64.235,51.2,Synthetic mandatory comment for Song_2_Mix_3 during Motivation.
P010,Group_1,Song_2,Mix_1,Song_2_Mix_1,Motivation,3,53.151,52.5,Synthetic mandatory comment for Song_2_Mix_1 during Motivation.
P011,Group_1,Song_1,Mix_1,Song_1_Mix_1,Relaxation,1,68.037,59.9,Synthetic mandatory comment for Song_1_Mix_1 during Relaxation.
P011,Group_1,Song_1,Mix_2,Song_1_Mix_2,Relaxation,2,67.607,69.3,Synthetic mandatory comment for Song_1_Mix_2 during Relaxation.
P011,Group_1,Song_1,Mix_3,Song_1_Mix_3,Relaxation,3,63.462,50.4,Synthetic mandatory comment for Song_1_Mix_3 during Relaxation.
P011,Group_1,Song_1,Mix_2,Song_1_Mix_2,Distraction,1,66.607,77.8,Synthetic mandatory comment for Song_1_Mix_2 during Distraction.
P011,Group_1,Song_1,Mix_1,Song_1_Mix_1,Distraction,2,64.037,61.8,Synthetic mandatory comment for Song_1_Mix_1 during Distraction.
P011,Group_1,Song_1,Mix_3,Song_1_Mix_3,Distraction,3,62.462,65.7,Synthetic mandatory comment for Song_1_Mix_3 during Distraction.
P011,Group_1,Song_1,Mix_1,Song_1_Mix_1,Enjoyment,1,67.037,64.4,Synthetic mandatory comment for Song_1_Mix_1 during Enjoyment.
P011,Group_1,Song_1,Mix_3,Song_1_Mix_3,Enjoyment,2,71.462,61.8,Synthetic mandatory comment for Song_1_Mix_3 during Enjoyment.
P011,Group_1,Song_1,Mix_2,Song_1_Mix_2,Enjoyment,3,71.607,78.0,Synthetic mandatory comment for Song_1_Mix_2 during Enjoyment.
P011,Group_1,Song_1,Mix_3,Song_1_Mix_3,Focus,1,64.462,53.9,Synthetic mandatory comment for Song_1_Mix_3 during Focus.
P011,Group_1,Song_1,Mix_2,Song_1_Mix_2,Focus,2,70.607,63.1,Synthetic mandatory comment for Song_1_Mix_2 during Focus.
P011,Group_1,Song_1,Mix_1,Song_1_Mix_1,Focus,3,68.037,70.2,Synthetic mandatory comment for Song_1_Mix_1 during Focus.
P011,Group_1,Song_1,Mix_2,Song_1_Mix_2,Motivation,1,67.607,56.6,Synthetic mandatory comment for Song_1_Mix_2 during Motivation.
P011,Group_1,Song_1,Mix_1,Song_1_Mix_1,Motivation,2,63.037,65.3,Synthetic mandatory comment for Song_1_Mix_1 during Motivation.
P011,Group_1,Song_1,Mix_3,Song_1_Mix_3,Motivation,3,74.462,90.9,Synthetic mandatory comment for Song_1_Mix_3 during Motivation.
P011,Group_1,Song_2,Mix_1,Song_2_Mix_1,Relaxation,1,68.757,64.9,Synthetic mandatory comment for Song_2_Mix_1 during Relaxation.
P011,Group_1,Song_2,Mix_3,Song_2_Mix_3,Relaxation,2,64.182,49.3,Synthetic mandatory comment for Song_2_Mix_3 during Relaxation.
P011,Group_1,Song_2,Mix_2,Song_2_Mix_2,Relaxation,3,68.326,56.8,Synthetic mandatory comment for Song_2_Mix_2 during Relaxation.
P011,Group_1,Song_2,Mix_2,Song_2_Mix_2,Distraction,1,67.326,62.6,Synthetic mandatory comment for Song_2_Mix_2 during Distraction.
P011,Group_1,Song_2,Mix_1,Song_2_Mix_1,Distraction,2,64.757,72.1,Synthetic mandatory comment for Song_2_Mix_1 during Distraction.
P011,Group_1,Song_2,Mix_3,Song_2_Mix_3,Distraction,3,63.182,65.4,Synthetic mandatory comment for Song_2_Mix_3 during Distraction.
P011,Group_1,Song_2,Mix_1,Song_2_Mix_1,Enjoyment,1,67.757,72.4,Synthetic mandatory comment for Song_2_Mix_1 during Enjoyment.
P011,Group_1,Song_2,Mix_3,Song_2_Mix_3,Enjoyment,2,72.182,67.0,Synthetic mandatory comment for Song_2_Mix_3 during Enjoyment.
P011,Group_1,Song_2,Mix_2,Song_2_Mix_2,Enjoyment,3,72.326,83.8,Synthetic mandatory comment for Song_2_Mix_2 during Enjoyment.
P011,Group_1,Song_2,Mix_1,Song_2_Mix_1,Focus,1,68.757,63.0,Synthetic mandatory comment for Song_2_Mix_1 during Focus.
P011,Group_1,Song_2,Mix_2,Song_2_Mix_2,Focus,2,71.326,76.2,Synthetic mandatory comment for Song_2_Mix_2 during Focus.
P011,Group_1,Song_2,Mix_3,Song_2_Mix_3,Focus,3,65.182,72.0,Synthetic mandatory comment for Song_2_Mix_3 during Focus.
P011,Group_1,Song_2,Mix_3,Song_2_Mix_3,Motivation,1,75.182,60.0,Synthetic mandatory comment for Song_2_Mix_3 during Motivation.
P011,Group_1,Song_2,Mix_1,Song_2_Mix_1,Motivation,2,63.757,68.6,Synthetic mandatory comment for Song_2_Mix_1 during Motivation.
P011,Group_1,Song_2,Mix_2,Song_2_Mix_2,Motivation,3,68.326,59.0,Synthetic mandatory comment for Song_2_Mix_2 during Motivation.
P012,Group_1,Song_1,Mix_1,Song_1_Mix_1,Relaxation,1,74.316,61.5,Synthetic mandatory comment for Song_1_Mix_1 during Relaxation.
P012,Group_1,Song_1,Mix_3,Song_1_Mix_3,Relaxation,2,69.089,73.1,Synthetic mandatory comment for Song_1_Mix_3 during Relaxation.
P012,Group_1,Song_1,Mix_2,Song_1_Mix_2,Relaxation,3,71.897,64.6,Synthetic mandatory comment for Song_1_Mix_2 during Relaxation.
P012,Group_1,Song_1,Mix_2,Song_1_Mix_2,Distraction,1,70.897,77.3,Synthetic mandatory comment for Song_1_Mix_2 during Distraction.
P012,Group_1,Song_1,Mix_3,Song_1_Mix_3,Distraction,2,68.089,70.3,Synthetic mandatory comment for Song_1_Mix_3 during Distraction.
P012,Group_1,Song_1,Mix_1,Song_1_Mix_1,Distraction,3,70.316,64.8,Synthetic mandatory comment for Song_1_Mix_1 during Distraction.
P012,Group_1,Song_1,Mix_3,Song_1_Mix_3,Enjoyment,1,77.089,73.1,Synthetic mandatory comment for Song_1_Mix_3 during Enjoyment.
P012,Group_1,Song_1,Mix_1,Song_1_Mix_1,Enjoyment,2,73.316,73.6,Synthetic mandatory comment for Song_1_Mix_1 during Enjoyment.
P012,Group_1,Song_1,Mix_2,Song_1_Mix_2,Enjoyment,3,75.897,78.3,Synthetic mandatory comment for Song_1_Mix_2 during Enjoyment.
P012,Group_1,Song_1,Mix_2,Song_1_Mix_2,Focus,1,74.897,79.1,Synthetic mandatory comment for Song_1_Mix_2 during Focus.
P012,Group_1,Song_1,Mix_3,Song_1_Mix_3,Focus,2,70.089,65.3,Synthetic mandatory comment for Song_1_Mix_3 during Focus.
P012,Group_1,Song_1,Mix_1,Song_1_Mix_1,Focus,3,74.316,70.6,Synthetic mandatory comment for Song_1_Mix_1 during Focus.
P012,Group_1,Song_1,Mix_3,Song_1_Mix_3,Motivation,1,80.089,58.4,Synthetic mandatory comment for Song_1_Mix_3 during Motivation.
P012,Group_1,Song_1,Mix_1,Song_1_Mix_1,Motivation,2,69.316,83.8,Synthetic mandatory comment for Song_1_Mix_1 during Motivation.
P012,Group_1,Song_1,Mix_2,Song_1_Mix_2,Motivation,3,71.897,94.8,Synthetic mandatory comment for Song_1_Mix_2 during Motivation.
P012,Group_1,Song_2,Mix_2,Song_2_Mix_2,Relaxation,1,72.616,55.2,Synthetic mandatory comment for Song_2_Mix_2 during Relaxation.
P012,Group_1,Song_2,Mix_1,Song_2_Mix_1,Relaxation,2,75.035,72.2,Synthetic mandatory comment for Song_2_Mix_1 during Relaxation.
P012,Group_1,Song_2,Mix_3,Song_2_Mix_3,Relaxation,3,69.809,67.2,Synthetic mandatory comment for Song_2_Mix_3 during Relaxation.
P012,Group_1,Song_2,Mix_3,Song_2_Mix_3,Distraction,1,68.809,58.8,Synthetic mandatory comment for Song_2_Mix_3 during Distraction.
P012,Group_1,Song_2,Mix_2,Song_2_Mix_2,Distraction,2,71.616,76.8,Synthetic mandatory comment for Song_2_Mix_2 during Distraction.
P012,Group_1,Song_2,Mix_1,Song_2_Mix_1,Distraction,3,71.035,75.8,Synthetic mandatory comment for Song_2_Mix_1 during Distraction.
P012,Group_1,Song_2,Mix_3,Song_2_Mix_3,Enjoyment,1,77.809,96.3,Synthetic mandatory comment for Song_2_Mix_3 during Enjoyment.
P012,Group_1,Song_2,Mix_1,Song_2_Mix_1,Enjoyment,2,74.035,75.6,Synthetic mandatory comment for Song_2_Mix_1 during Enjoyment.
P012,Group_1,Song_2,Mix_2,Song_2_Mix_2,Enjoyment,3,76.616,73.6,Synthetic mandatory comment for Song_2_Mix_2 during Enjoyment.
P012,Group_1,Song_2,Mix_1,Song_2_Mix_1,Focus,1,75.035,80.6,Synthetic mandatory comment for Song_2_Mix_1 during Focus.
P012,Group_1,Song_2,Mix_3,Song_2_Mix_3,Focus,2,70.809,55.2,Synthetic mandatory comment for Song_2_Mix_3 during Focus.
P012,Group_1,Song_2,Mix_2,Song_2_Mix_2,Focus,3,75.616,77.1,Synthetic mandatory comment for Song_2_Mix_2 during Focus.
P012,Group_1,Song_2,Mix_2,Song_2_Mix_2,Motivation,1,72.616,89.2,Synthetic mandatory comment for Song_2_Mix_2 during Motivation.
P012,Group_1,Song_2,Mix_1,Song_2_Mix_1,Motivation,2,70.035,68.5,Synthetic mandatory comment for Song_2_Mix_1 during Motivation.
P012,Group_1,Song_2,Mix_3,Song_2_Mix_3,Motivation,3,80.809,95.8,Synthetic mandatory comment for Song_2_Mix_3 during Motivation.
P013,Group_1,Song_1,Mix_1,Song_1_Mix_1,Relaxation,1,64.924,70.2,Synthetic mandatory comment for Song_1_Mix_1 during Relaxation.
P013,Group_1,Song_1,Mix_3,Song_1_Mix_3,Relaxation,2,63.135,66.0,Synthetic mandatory comment for Song_1_Mix_3 during Relaxation.
P013,Group_1,Song_1,Mix_2,Song_1_Mix_2,Relaxation,3,66.267,58.4,Synthetic mandatory comment for Song_1_Mix_2 during Relaxation.
P013,Group_1,Song_1,Mix_1,Song_1_Mix_1,Distraction,1,60.924,71.8,Synthetic mandatory comment for Song_1_Mix_1 during Distraction.
P013,Group_1,Song_1,Mix_2,Song_1_Mix_2,Distraction,2,65.267,62.4,Synthetic mandatory comment for Song_1_Mix_2 during Distraction.
P013,Group_1,Song_1,Mix_3,Song_1_Mix_3,Distraction,3,62.135,46.9,Synthetic mandatory comment for Song_1_Mix_3 during Distraction.
P013,Group_1,Song_1,Mix_1,Song_1_Mix_1,Enjoyment,1,63.924,55.8,Synthetic mandatory comment for Song_1_Mix_1 during Enjoyment.
